long,lat,group,party,over_under
-120.30828693,26.43119875,AK.7,R,U
-120.32010588,26.42015491,AK.7,R,U
-120.29016259,26.38172883,AK.7,R,U
-120.30823534,26.35292868,AK.7,R,U
-120.43581635,26.34528641,AK.7,R,U
-120.40949642,26.32888731,AK.7,R,U
-120.41000823,26.30754373,AK.7,R,U
-120.58898259,26.42762369,AK.7,R,U
-120.61962389,26.46202294,AK.7,R,U
-120.63571127,26.5191702,AK.7,R,U
-120.52125106,26.50175244,AK.7,R,U
-120.51046447,26.53068497,AK.7,R,U
-120.44563867,26.56158153,AK.7,R,U
-120.42946627,26.5441421,AK.7,R,U
-120.37133003,26.56450206,AK.7,R,U
-120.25328236,24.23204252,AK.8,R,U
-120.30421925,24.1720324,AK.8,R,U
-120.36232094,24.15636986,AK.8,R,U
-120.40643776,24.17406311,AK.8,R,U
-120.42209115,24.24010367,AK.8,R,U
-120.36561752,24.26728082,AK.8,R,U
-120.31032694,24.36124619,AK.8,R,U
-120.25340592,24.34486215,AK.8,R,U
-120.2327813,24.37432976,AK.8,R,U
-120.15079922,24.40365926,AK.8,R,U
-120.09973423,24.39590704,AK.8,R,U
-120.07100635,24.28652172,AK.8,R,U
-120.02469082,24.27920459,AK.8,R,U
-120.00642677,24.23915972,AK.8,R,U
-120.07356273,24.277988,AK.8,R,U
-120.09098419,24.24105437,AK.8,R,U
-120.12791339,24.22487943,AK.8,R,U
-120.25328236,24.23204252,AK.8,R,U
-113.90318136,25.51490075,AK.9,R,U
-114.02365852,25.62504904,AK.9,R,U
-113.99777969,25.69445209,AK.9,R,U
-114.01633893,25.66517245,AK.9,R,U
-114.01903762,25.69809338,AK.9,R,U
-114.02883494,25.69807275,AK.9,R,U
-114.04519418,25.64675117,AK.9,R,U
-114.0533685,25.67056198,AK.9,R,U
-114.03527129,25.71184013,AK.9,R,U
-114.06823233,25.67046544,AK.9,R,U
-114.06920561,25.73039353,AK.9,R,U
-114.09522111,25.70570496,AK.9,R,U
-114.12187148,25.71793071,AK.9,R,U
-114.11087099,25.74421512,AK.9,R,U
-114.13141469,25.7677814,AK.9,R,U
-114.09925925,25.8037944,AK.9,R,U
-114.14556391,25.80890512,AK.9,R,U
-114.15168564,25.82999888,AK.9,R,U
-114.1328856,25.84539765,AK.9,R,U
-114.16098764,25.83203403,AK.9,R,U
-114.15653402,25.87215671,AK.9,R,U
-114.19505422,25.85420621,AK.9,R,U
-114.23553073,25.88912711,AK.9,R,U
-114.19392364,25.90226701,AK.9,R,U
-114.2264494,25.90955866,AK.9,R,U
-114.21373912,25.93034581,AK.9,R,U
-114.21849135,25.95717005,AK.9,R,U
-114.17947745,25.97798081,AK.9,R,U
-114.16998703,25.96921644,AK.9,R,U
-114.18776332,25.93867618,AK.9,R,U
-114.14381486,25.96650991,AK.9,R,U
-114.14556817,25.9447672,AK.9,R,U
-114.10215813,25.94702584,AK.9,R,U
-114.07518997,25.92697754,AK.9,R,U
-114.09580321,25.92633249,AK.9,R,U
-114.08262318,25.92137723,AK.9,R,U
-114.08769633,25.90964424,AK.9,R,U
-114.05214538,25.90123698,AK.9,R,U
-113.95287851,25.72130047,AK.9,R,U
-113.90318136,25.51490075,AK.9,R,U
-113.1583172,25.40758908,AK.10,R,U
-113.22122826,25.4412196,AK.10,R,U
-113.19319407,25.48611691,AK.10,R,U
-113.19323033,25.50691841,AK.10,R,U
-113.21495689,25.50876336,AK.10,R,U
-113.21904367,25.53013955,AK.10,R,U
-113.18676984,25.56039229,AK.10,R,U
-113.22929795,25.54897179,AK.10,R,U
-113.18711017,25.5845359,AK.10,R,U
-113.23573497,25.58718964,AK.10,R,U
-113.18365202,25.6068122,AK.10,R,U
-113.22061103,25.62118161,AK.10,R,U
-113.15403253,25.66178187,AK.10,R,U
-113.05357728,25.57047705,AK.10,R,U
-113.02986112,25.478154580000002,AK.10,R,U
-113.04452419,25.47907065,AK.10,R,U
-113.03240266,25.42783515,AK.10,R,U
-113.04426786,25.39574479,AK.10,R,U
-113.08410949,25.39784842,AK.10,R,U
-113.07303175,25.42964311,AK.10,R,U
-113.08724162,25.46511026,AK.10,R,U
-113.08583558,25.41280226,AK.10,R,U
-113.12244786,25.40383682,AK.10,R,U
-113.10047238,25.47330069,AK.10,R,U
-113.14210697,25.54247152,AK.10,R,U
-113.11182628,25.46260106,AK.10,R,U
-113.12859413,25.42045213,AK.10,R,U
-113.14843642,25.49398448,AK.10,R,U
-113.15865572,25.46983658,AK.10,R,U
-113.1329053,25.43012917,AK.10,R,U
-113.13733329,25.40365149,AK.10,R,U
-113.1583172,25.40758908,AK.10,R,U
-113.65349438,25.91115103,AK.11,R,U
-113.61477499,25.87646695,AK.11,R,U
-113.62181753,25.85326191,AK.11,R,U
-113.59000276,25.79266725,AK.11,R,U
-113.60586975,25.77668744,AK.11,R,U
-113.70083374,25.8417665,AK.11,R,U
-113.67947276,25.80569853,AK.11,R,U
-113.65737267,25.80345846,AK.11,R,U
-113.65467305,25.77365256,AK.11,R,U
-113.62324283,25.77690816,AK.11,R,U
-113.63630732,25.7675404,AK.11,R,U
-113.60984021,25.74450954,AK.11,R,U
-113.61932831,25.71374439,AK.11,R,U
-113.68040527,25.71445804,AK.11,R,U
-113.67310431,25.69793064,AK.11,R,U
-113.70380522,25.68035824,AK.11,R,U
-113.72004249,25.6794759,AK.11,R,U
-113.73244175,25.72332903,AK.11,R,U
-113.74248825,25.72254041,AK.11,R,U
-113.73359905,25.73497815,AK.11,R,U
-113.75769749,25.76104695,AK.11,R,U
-113.77000374,25.82923443,AK.11,R,U
-113.78151749,25.80382042,AK.11,R,U
-113.81946523,25.82956832,AK.11,R,U
-113.78684158,25.83766103,AK.11,R,U
-113.85848748,25.86472109,AK.11,R,U
-113.83589127,25.89960025,AK.11,R,U
-113.71250124,25.90100924,AK.11,R,U
-113.69121624,25.87769636,AK.11,R,U
-113.70667242,25.90551599,AK.11,R,U
-113.65349438,25.91115103,AK.11,R,U
-120.83235803,23.85746089,AK.12,R,U
-120.84599331,23.86849067,AK.12,R,U
-120.83898781,23.84152255,AK.12,R,U
-120.86291007,23.87702278,AK.12,R,U
-120.85963441,23.82964926,AK.12,R,U
-120.88769447,23.845395,AK.12,R,U
-120.94676878,23.82804793,AK.12,R,U
-121.03255251,23.77439654,AK.12,R,U
-121.07017434,23.77147861,AK.12,R,U
-121.10653476,23.80300553,AK.12,R,U
-121.06951793,23.83058843,AK.12,R,U
-121.02411532,23.81987713,AK.12,R,U
-121.01990025,23.84468227,AK.12,R,U
-120.98754517,23.82858171,AK.12,R,U
-120.98011463,23.85365386,AK.12,R,U
-120.94892066,23.84815607,AK.12,R,U
-120.95136225,23.86997158,AK.12,R,U
-120.9026051,23.86665558,AK.12,R,U
-120.9433378,23.89854359,AK.12,R,U
-120.90632899,23.90298507,AK.12,R,U
-120.91906669,23.92469573,AK.12,R,U
-120.91014608,23.93811017,AK.12,R,U
-120.88145427,23.93713161,AK.12,R,U
-120.86306374,23.90187763,AK.12,R,U
-120.86528562,23.93221099,AK.12,R,U
-120.83839936,23.93586701,AK.12,R,U
-120.90803324,23.95780868,AK.12,R,U
-120.93230802,24.00168712,AK.12,R,U
-120.83596371,24.05252235,AK.12,R,U
-120.80290634,24.03141635,AK.12,R,U
-120.81501035,24.01388373,AK.12,R,U
-120.81045299,23.97707147,AK.12,R,U
-120.77666801,23.99603914,AK.12,R,U
-120.75388184,24.04032208,AK.12,R,U
-120.75515347,24.01754534,AK.12,R,U
-120.73114225,24.02656025,AK.12,R,U
-120.7337306,24.00071235,AK.12,R,U
-120.72212554,24.00722409,AK.12,R,U
-120.79858964,23.95745862,AK.12,R,U
-120.78826097,23.95217221,AK.12,R,U
-120.80889504,23.92958801,AK.12,R,U
-120.79060207,23.91927949,AK.12,R,U
-120.77286021,23.94399511,AK.12,R,U
-120.76495794,23.92664983,AK.12,R,U
-120.75360492,23.95085718,AK.12,R,U
-120.74554277,23.90982517,AK.12,R,U
-120.80504796,23.89609224,AK.12,R,U
-120.82030197,23.86076409,AK.12,R,U
-120.83410269,23.88560398,AK.12,R,U
-120.83235803,23.85746089,AK.12,R,U
-113.74803266,25.52779105,AK.13,R,U
-113.76604134,25.53194937,AK.13,R,U
-113.7914724,25.60642161,AK.13,R,U
-113.78675225,25.55325537,AK.13,R,U
-113.80527737,25.54860604,AK.13,R,U
-113.78195396,25.53871522,AK.13,R,U
-113.76973644,25.48873363,AK.13,R,U
-113.80116353,25.50626625,AK.13,R,U
-113.80449649,25.54058607,AK.13,R,U
-113.83042082,25.5727209,AK.13,R,U
-113.81367155,25.59794394,AK.13,R,U
-113.83759413,25.58459585,AK.13,R,U
-113.8443265,25.60824987,AK.13,R,U
-113.83138613,25.64389367,AK.13,R,U
-113.82002598,25.61972426,AK.13,R,U
-113.81301483,25.63683716,AK.13,R,U
-113.79580181,25.62373664,AK.13,R,U
-113.80400785,25.6683984,AK.13,R,U
-113.82050359,25.69402179,AK.13,R,U
-113.82720384,25.66501684,AK.13,R,U
-113.87109235,25.68126026,AK.13,R,U
-113.83339334,25.72455356,AK.13,R,U
-113.86502729,25.70378954,AK.13,R,U
-113.86597463,25.73395485,AK.13,R,U
-113.88358344,25.71609822,AK.13,R,U
-113.90614482,25.73483809,AK.13,R,U
-113.92113712,25.78246975,AK.13,R,U
-113.88874659,25.76920698,AK.13,R,U
-113.90904128,25.80221781,AK.13,R,U
-113.85893553,25.79667189,AK.13,R,U
-113.90148145,25.82143189,AK.13,R,U
-113.83857752,25.81504567,AK.13,R,U
-113.81674901,25.79276059,AK.13,R,U
-113.80682711,25.7612648,AK.13,R,U
-113.82106939,25.73025184,AK.13,R,U
-113.79511357,25.76812335,AK.13,R,U
-113.80551911,25.79859809,AK.13,R,U
-113.76948867,25.79275603,AK.13,R,U
-113.77284887,25.75919319,AK.13,R,U
-113.74605851,25.73358358,AK.13,R,U
-113.7517703,25.71637163,AK.13,R,U
-113.79570801,25.72461579,AK.13,R,U
-113.77505003,25.7139903,AK.13,R,U
-113.78304128,25.68358403,AK.13,R,U
-113.75671544,25.66550323,AK.13,R,U
-113.77326895,25.65643392,AK.13,R,U
-113.7459365,25.60663884,AK.13,R,U
-113.77937984,25.62724217,AK.13,R,U
-113.77239455,25.59476098,AK.13,R,U
-113.74713966,25.58416419,AK.13,R,U
-113.75732699,25.57180722,AK.13,R,U
-113.74803266,25.52779105,AK.13,R,U
-117.67395245,25.69058627,AK.14,R,U
-117.6831995,25.64017047,AK.14,R,U
-117.65420791,25.68698566,AK.14,R,U
-117.64652823,25.6616727,AK.14,R,U
-117.66856953,25.61153373,AK.14,R,U
-117.69161078,25.61697736,AK.14,R,U
-117.70434184,25.65236722,AK.14,R,U
-117.71873354,25.6410135,AK.14,R,U
-117.71375744,25.62056455,AK.14,R,U
-117.72784413,25.62330704,AK.14,R,U
-117.70781883,25.59769406,AK.14,R,U
-117.76210037,25.57756024,AK.14,R,U
-117.76716901,25.62497894,AK.14,R,U
-117.77911649,25.57388362,AK.14,R,U
-117.80894314,25.56954259,AK.14,R,U
-117.81088391,25.53834349,AK.14,R,U
-117.9038247,25.60182451,AK.14,R,U
-117.8940569,25.62088657,AK.14,R,U
-117.83710474,25.60411912,AK.14,R,U
-117.87921463,25.64034799,AK.14,R,U
-117.86069542,25.65667027,AK.14,R,U
-117.80870567,25.64199255,AK.14,R,U
-117.81058183,25.68226119,AK.14,R,U
-117.83576826,25.69861866,AK.14,R,U
-117.796875,25.70680304,AK.14,R,U
-117.7906651,25.72850809,AK.14,R,U
-117.75782297,25.72493889,AK.14,R,U
-117.76315828,25.70544275,AK.14,R,U
-117.73598118,25.66909494,AK.14,R,U
-117.7269448,25.71081229,AK.14,R,U
-117.67395245,25.69058627,AK.14,R,U
-121.08745285,23.87748931,AK.15,R,U
-121.10444374,23.83356991,AK.15,R,U
-121.20748245,23.78917279,AK.15,R,U
-121.25721422,23.71983427,AK.15,R,U
-121.40958856,23.64986477,AK.15,R,U
-121.35333341,23.68971779,AK.15,R,U
-121.3222639,23.73746026,AK.15,R,U
-121.32405283,23.76988365,AK.15,R,U
-121.27991457,23.81387104,AK.15,R,U
-121.22258159,23.80077083,AK.15,R,U
-121.23449327,23.83198465,AK.15,R,U
-121.21081087,23.88611058,AK.15,R,U
-121.13055493,23.9105969,AK.15,R,U
-121.08745285,23.87748931,AK.15,R,U
-122.55113045,23.69915504,AK.16,R,U
-122.52062688,23.65229959,AK.16,R,U
-122.54369761,23.6171795,AK.16,R,U
-122.57269312,23.62344332,AK.16,R,U
-122.55987537,23.57150367,AK.16,R,U
-122.63343239,23.58947986,AK.16,R,U
-122.62140941,23.58295613,AK.16,R,U
-122.63430964,23.56093428,AK.16,R,U
-122.65434014,23.58739444,AK.16,R,U
-122.65034407,23.56356488,AK.16,R,U
-122.69710983,23.58088837,AK.16,R,U
-122.70460763,23.56256781,AK.16,R,U
-122.83993665,23.59966732,AK.16,R,U
-122.77002334,23.58609717,AK.16,R,U
-122.73751201,23.61548372,AK.16,R,U
-122.66600959,23.59432051,AK.16,R,U
-122.64543225,23.60597336,AK.16,R,U
-122.65430068,23.6230258,AK.16,R,U
-122.57969374,23.63326533,AK.16,R,U
-122.62187276,23.67171465,AK.16,R,U
-122.55113045,23.69915504,AK.16,R,U
-113.44333547,25.72135606,AK.17,R,U
-113.43134142,25.67972025,AK.17,R,U
-113.44531058,25.66265374,AK.17,R,U
-113.42111397,25.680830189999998,AK.17,R,U
-113.35837169,25.66050501,AK.17,R,U
-113.37451657,25.64335366,AK.17,R,U
-113.34111761,25.59136319,AK.17,R,U
-113.35655296,25.60150901,AK.17,R,U
-113.38418826,25.57201843,AK.17,R,U
-113.40754441,25.58148023,AK.17,R,U
-113.40587935,25.60994936,AK.17,R,U
-113.46254292,25.60131951,AK.17,R,U
-113.48203701,25.61856101,AK.17,R,U
-113.49461758,25.66013016,AK.17,R,U
-113.47640093,25.66942023,AK.17,R,U
-113.47006277,25.71400017,AK.17,R,U
-113.44333547,25.72135606,AK.17,R,U
-116.69895127,26.53595758,AK.18,R,U
-116.75186273,26.46813379,AK.18,R,U
-116.77299372,26.4256839,AK.18,R,U
-116.76853208,26.40629222,AK.18,R,U
-116.79266505,26.39207373,AK.18,R,U
-116.78789767,26.36246691,AK.18,R,U
-116.87181277,26.32206808,AK.18,R,U
-116.8419876,26.36565879,AK.18,R,U
-116.85461687,26.37481209,AK.18,R,U
-116.83012953,26.39675533,AK.18,R,U
-116.83684516,26.40704491,AK.18,R,U
-116.74705895,26.5139228,AK.18,R,U
-116.75097121,26.55525975,AK.18,R,U
-116.71480307,26.55568754,AK.18,R,U
-116.72956856,26.52597598,AK.18,R,U
-116.69895127,26.53595758,AK.18,R,U
-113.47239469,25.27901542,AK.19,R,U
-113.42022481,25.22220169,AK.19,R,U
-113.44970896,25.2225155,AK.19,R,U
-113.34951918,25.14868113,AK.19,R,U
-113.33430796,25.1306569,AK.19,R,U
-113.34064563,25.11862657,AK.19,R,U
-113.31271101,25.09727521,AK.19,R,U
-113.35306915,25.09476896,AK.19,R,U
-113.38939428,25.12439649,AK.19,R,U
-113.38386819,25.14376831,AK.19,R,U
-113.44885185,25.16649076,AK.19,R,U
-113.47974403,25.21696423,AK.19,R,U
-113.45950588,25.22591268,AK.19,R,U
-113.48819157,25.24417337,AK.19,R,U
-113.47239469,25.27901542,AK.19,R,U
-123.22739769,23.51996476,AK.20,R,U
-123.22891947,23.55095351,AK.20,R,U
-123.18529801,23.58608874,AK.20,R,U
-123.20211914,23.60575496,AK.20,R,U
-123.15930147,23.5847574,AK.20,R,U
-123.17287362,23.60559982,AK.20,R,U
-123.15330693,23.61210625,AK.20,R,U
-123.16148076,23.65282444,AK.20,R,U
-123.11098522,23.6554464,AK.20,R,U
-123.11473141,23.6257742,AK.20,R,U
-123.14011094,23.61047125,AK.20,R,U
-123.09420973,23.58977749,AK.20,R,U
-123.10331354,23.54799527,AK.20,R,U
-123.11849,23.56153961,AK.20,R,U
-123.19473718,23.51948386,AK.20,R,U
-123.19218619,23.56464837,AK.20,R,U
-123.22739769,23.51996476,AK.20,R,U
-113.44832064,25.77699263,AK.21,R,U
-113.39696841,25.74267444,AK.21,R,U
-113.36200359,25.74722453,AK.21,R,U
-113.32858288,25.7023588,AK.21,R,U
-113.34705477,25.6623232,AK.21,R,U
-113.41292262,25.68958502,AK.21,R,U
-113.42820928,25.70312429,AK.21,R,U
-113.44832064,25.77699263,AK.21,R,U
-123.44059507,23.58187428,AK.22,R,U
-123.47680455,23.6227438,AK.22,R,U
-123.43627212,23.65308547,AK.22,R,U
-123.48341748,23.71364142,AK.22,R,U
-123.42097071,23.71349697,AK.22,R,U
-123.40395698,23.67219241,AK.22,R,U
-123.35520455,23.66684007,AK.22,R,U
-123.39955636,23.65278828,AK.22,R,U
-123.44059507,23.58187428,AK.22,R,U
-113.58032429,25.85770947,AK.23,R,U
-113.50024674,25.79963787,AK.23,R,U
-113.54338155,25.77634732,AK.23,R,U
-113.5321585,25.76337677,AK.23,R,U
-113.54173156,25.75380349,AK.23,R,U
-113.57846328,25.74847383,AK.23,R,U
-113.59126664,25.77806099,AK.23,R,U
-113.58035727,25.79838147,AK.23,R,U
-113.61523306,25.85097728,AK.23,R,U
-113.58032429,25.85770947,AK.23,R,U
-113.52269752,25.74434546,AK.24,R,U
-113.49728862,25.72849526,AK.24,R,U
-113.49584933,25.67696409,AK.24,R,U
-113.52748263,25.65373565,AK.24,R,U
-113.58439491,25.68018316,AK.24,R,U
-113.57164197,25.72597481,AK.24,R,U
-113.52269752,25.74434546,AK.24,R,U
-114.23842251,25.87673637,AK.25,R,U
-114.19990329,25.85265722,AK.25,R,U
-114.2144409,25.84966593,AK.25,R,U
-114.18810975,25.81657387,AK.25,R,U
-114.19317499,25.76590669,AK.25,R,U
-114.23513155,25.74801886,AK.25,R,U
-114.24151391,25.78383726,AK.25,R,U
-114.22509109,25.81905846,AK.25,R,U
-114.24889493,25.81707755,AK.25,R,U
-114.26879052,25.86838487,AK.25,R,U
-114.23842251,25.87673637,AK.25,R,U
-121.52198746,26.72094566,AK.26,R,U
-121.57818145,26.74274214,AK.26,R,U
-121.64338461,26.82793331,AK.26,R,U
-121.63831217,26.8448171,AK.26,R,U
-121.60874322,26.86516862,AK.26,R,U
-121.60733552,26.81561278,AK.26,R,U
-121.53305881,26.76102309,AK.26,R,U
-121.50767681,26.72373573,AK.26,R,U
-121.52198746,26.72094566,AK.26,R,U
-116.53998206,26.59868347,AK.27,R,U
-116.63192067,26.52603637,AK.27,R,U
-116.64845027,26.5431294,AK.27,R,U
-116.61437842,26.57863949,AK.27,R,U
-116.66078503,26.5752364,AK.27,R,U
-116.63712619,26.62021513,AK.27,R,U
-116.53998206,26.59868347,AK.27,R,U
-113.60932996,25.58795557,AK.28,R,U
-113.60129485,25.53683076,AK.28,R,U
-113.63839824,25.53709136,AK.28,R,U
-113.65719304,25.49048489,AK.28,R,U
-113.69395482,25.48018511,AK.28,R,U
-113.68615389,25.54008626,AK.28,R,U
-113.64695043,25.55964084,AK.28,R,U
-113.67997334,25.56747349,AK.28,R,U
-113.60932996,25.58795557,AK.28,R,U
-113.11876338,25.38686393,AK.29,R,U
-113.09390994,25.379456,AK.29,R,U
-113.07066845,25.32265215,AK.29,R,U
-113.09253711,25.30165665,AK.29,R,U
-113.1163577,25.32991742,AK.29,R,U
-113.10604598,25.3101127,AK.29,R,U
-113.1184416,25.29101573,AK.29,R,U
-113.13043973,25.33155043,AK.29,R,U
-113.11673962,25.34475083,AK.29,R,U
-113.14572945,25.38452983,AK.29,R,U
-113.11876338,25.38686393,AK.29,R,U
-113.21535952,25.42616952,AK.30,R,U
-113.15658126,25.39364312,AK.30,R,U
-113.18321367,25.37075571,AK.30,R,U
-113.16236024,25.33241316,AK.30,R,U
-113.19249653,25.35337699,AK.30,R,U
-113.21999192,25.40697482,AK.30,R,U
-113.21535952,25.42616952,AK.30,R,U
-114.09756791,26.31860135,AK.31,R,U
-114.03113819,26.28114316,AK.31,R,U
-114.10603225,26.27662686,AK.31,R,U
-114.12781157,26.2962146,AK.31,R,U
-114.09756791,26.31860135,AK.31,R,U
-120.73181395,23.9187806,AK.32,R,U
-120.74462043,23.95554412,AK.32,R,U
-120.69817138,23.96905687,AK.32,R,U
-120.73181395,23.9187806,AK.32,R,U
-114.5206273,33.02770736,AZ.1,D,U
-114.5590893,33.03678236,AZ.1,D,U
-114.6099253,33.02700236,AZ.1,D,U
-114.6339673,33.03356736,AZ.1,D,U
-114.6451593,33.04441236,AZ.1,D,U
-114.6639513,33.03892236,AZ.1,D,U
-114.7113553,33.09538236,AZ.1,D,U
-114.7094633,33.12237536,AZ.1,D,U
-114.6781203,33.16725036,AZ.1,D,U
-114.6800513,33.22459536,AZ.1,D,U
-114.6877113,33.23925836,AZ.1,D,U
-114.6776933,33.26801636,AZ.1,D,U
-114.7354273,33.30570836,AZ.1,D,U
-114.7036033,33.35241836,AZ.1,D,U
-114.7249363,33.41105936,AZ.1,D,U
-114.6450923,33.41911636,AZ.1,D,U
-114.6305733,33.43942536,AZ.1,D,U
-114.6210893,33.46859936,AZ.1,D,U
-114.5980863,33.48612736,AZ.1,D,U
-114.5870613,33.50944536,AZ.1,D,U
-114.5294203,33.56007336,AZ.1,D,U
-114.5402473,33.58050736,AZ.1,D,U
-114.5271703,33.62213636,AZ.1,D,U
-114.5252633,33.66550436,AZ.1,D,U
-114.5364333,33.68273536,AZ.1,D,U
-114.4956763,33.70836936,AZ.1,D,U
-114.5102873,33.74320036,AZ.1,D,U
-114.5045583,33.77171436,AZ.1,D,U
-114.5211223,33.82603136,AZ.1,D,U
-114.5117223,33.84196536,AZ.1,D,U
-114.5209623,33.86292636,AZ.1,D,U
-114.4981883,33.92503636,AZ.1,D,U
-114.5256323,33.95241336,AZ.1,D,U
-114.5182083,33.96506336,AZ.1,D,U
-114.4289803,34.02984436,AZ.1,D,U
-114.4240293,34.07833236,AZ.1,D,U
-114.4101663,34.10265436,AZ.1,D,U
-114.3227993,34.14129736,AZ.1,D,U
-114.2853683,34.17123136,AZ.1,D,U
-114.2357763,34.18622236,AZ.1,D,U
-114.1499123,34.26697936,AZ.1,D,U
-114.1252303,34.27262136,AZ.1,D,U
-114.1341273,34.31454836,AZ.1,D,U
-114.1534153,34.33644736,AZ.1,D,U
-114.1820803,34.36520636,AZ.1,D,U
-114.2578423,34.40548836,AZ.1,D,U
-114.2833943,34.41206936,AZ.1,D,U
-114.3028653,34.43575436,AZ.1,D,U
-114.3326363,34.45487336,AZ.1,D,U
-114.3765073,34.45967936,AZ.1,D,U
-114.3838623,34.47708536,AZ.1,D,U
-114.3768283,34.53656336,AZ.1,D,U
-114.4097423,34.58372336,AZ.1,D,U
-114.4343023,34.59896336,AZ.1,D,U
-114.4222703,34.61089536,AZ.1,D,U
-114.4656373,34.70987336,AZ.1,D,U
-114.4978043,34.74475736,AZ.1,D,U
-114.5255533,34.74891136,AZ.1,D,U
-114.5420403,34.75995836,AZ.1,D,U
-114.5702173,34.83186036,AZ.1,D,U
-114.6272633,34.87553336,AZ.1,D,U
-114.6304753,34.91950136,AZ.1,D,U
-114.6210073,34.94360936,AZ.1,D,U
-114.6322763,34.99765136,AZ.1,D,U
-114.6210683,34.99891436,AZ.1,D,U
-114.6337803,35.04186336,AZ.1,D,U
-114.5956323,35.07605836,AZ.1,D,U
-114.6359093,35.11865536,AZ.1,D,U
-114.6264413,35.13390636,AZ.1,D,U
-114.5826163,35.13256036,AZ.1,D,U
-114.5722553,35.14006736,AZ.1,D,U
-114.5610403,35.17434636,AZ.1,D,U
-114.5595833,35.22018336,AZ.1,D,U
-114.5878903,35.30476836,AZ.1,D,U
-114.5895843,35.35837836,AZ.1,D,U
-114.6453963,35.45076036,AZ.1,D,U
-114.6722153,35.51575436,AZ.1,D,U
-114.6497923,35.54663736,AZ.1,D,U
-114.6531343,35.58483336,AZ.1,D,U
-114.6398663,35.61134836,AZ.1,D,U
-114.6540663,35.64658436,AZ.1,D,U
-114.6684863,35.65639936,AZ.1,D,U
-114.6650913,35.69309936,AZ.1,D,U
-114.6888203,35.73259536,AZ.1,D,U
-114.6827393,35.76470336,AZ.1,D,U
-114.6898673,35.84744236,AZ.1,D,U
-114.6624623,35.87096036,AZ.1,D,U
-114.6616003,35.88047336,AZ.1,D,U
-114.6992763,35.91161236,AZ.1,D,U
-114.7362123,35.98764836,AZ.1,D,U
-114.7176733,36.03675836,AZ.1,D,U
-114.7289663,36.05875336,AZ.1,D,U
-114.7281503,36.08596236,AZ.1,D,U
-114.7127613,36.10518136,AZ.1,D,U
-114.6216103,36.14196636,AZ.1,D,U
-114.5989353,36.13833536,AZ.1,D,U
-114.5305733,36.15509036,AZ.1,D,U
-114.4666133,36.12471136,AZ.1,D,U
-114.4439453,36.12105336,AZ.1,D,U
-114.3808033,36.15099136,AZ.1,D,U
-114.3442343,36.13748036,AZ.1,D,U
-114.3160953,36.11143836,AZ.1,D,U
-114.3038573,36.08710836,AZ.1,D,U
-114.3075873,36.06223336,AZ.1,D,U
-114.2334723,36.01833136,AZ.1,D,U
-114.2067693,36.01725536,AZ.1,D,U
-114.1290233,36.04173036,AZ.1,D,U
-114.1077753,36.12109036,AZ.1,D,U
-114.0451053,36.19397836,AZ.1,D,U
-114.0373923,36.21602336,AZ.1,D,U
-114.0437163,36.84184936,AZ.1,D,U
-114.0439393,36.99653836,AZ.1,D,U
-112.8999833,36.99622736,AZ.1,D,U
-112.5425213,36.99799436,AZ.1,D,U
-112.2372583,36.99549236,AZ.1,D,U
-111.3561643,37.00170936,AZ.1,D,U
-110.7400633,37.00248836,AZ.1,D,U
-110.4840893,37.00392636,AZ.1,D,U
-110.4522363,36.99174636,AZ.1,D,U
-109.9970763,36.99206736,AZ.1,D,U
-109.0484803,36.99664136,AZ.1,D,U
-109.0478463,35.99666436,AZ.1,D,U
-109.0466413,34.95464636,AZ.1,D,U
-109.0486523,34.59178036,AZ.1,D,U
-109.0503493,33.78330236,AZ.1,D,U
-109.0505263,33.20516436,AZ.1,D,U
-109.0513463,32.77955036,AZ.1,D,U
-109.0494953,32.44204436,AZ.1,D,U
-109.0456153,31.34345336,AZ.1,D,U
-110.4525783,31.33766036,AZ.1,D,U
-111.0719643,31.33563436,AZ.1,D,U
-111.3695213,31.43153136,AZ.1,D,U
-113.3291113,32.04362136,AZ.1,D,U
-114.8217613,32.48716936,AZ.1,D,U
-114.8093943,32.61604436,AZ.1,D,U
-114.7220493,32.72085736,AZ.1,D,U
-114.7126953,32.73501336,AZ.1,D,U
-114.6940403,32.74142536,AZ.1,D,U
-114.6039423,32.72628536,AZ.1,D,U
-114.6035223,32.73588636,AZ.1,D,U
-114.5719593,32.73743936,AZ.1,D,U
-114.5722103,32.74882936,AZ.1,D,U
-114.5607513,32.74893636,AZ.1,D,U
-114.5615823,32.76075336,AZ.1,D,U
-114.5430043,32.76074936,AZ.1,D,U
-114.5431873,32.77123236,AZ.1,D,U
-114.5300953,32.77141136,AZ.1,D,U
-114.5350773,32.78804736,AZ.1,D,U
-114.5262193,32.80991236,AZ.1,D,U
-114.4614363,32.84542236,AZ.1,D,U
-114.4764443,32.93590836,AZ.1,D,U
-114.4683873,32.97778936,AZ.1,D,U
-114.5206273,33.02770736,AZ.1,D,U
-94.46169128,34.19676536,AR.1,R,U
-94.45262428,34.50843236,AR.1,R,U
-94.44596128,34.73560836,AR.1,R,U
-94.43932228,34.92915136,AR.1,R,U
-94.42855228,35.40054636,AR.1,R,U
-94.46848528,35.64108836,AR.1,R,U
-94.48593528,35.76031036,AR.1,R,U
-94.54241728,36.10683536,AR.1,R,U
-94.55311328,36.16452536,AR.1,R,U
