long,lat,group,party,over_under
1331295.07000794,-1068863.29904623,1019.1,R,U
1333362.5985778,-1074985.76477177,1019.1,R,U
1339159.34044038,-1092138.07066297,1019.1,R,U
1340679.02876893,-1096865.23009065,1019.1,R,U
1344684.87673817,-1109319.89331545,1019.1,R,U
1336034.20663478,-1111637.01939532,1019.1,R,U
1333127.88547121,-1113884.91203125,1019.1,R,U
1331766.46295718,-1112395.01689592,1019.1,R,U
1313658.26163422,-1114177.82554041,1019.1,R,U
1306183.76962115,-1100613.05521507,1019.1,R,U
1301982.80217101,-1100140.09964658,1019.1,R,U
1300298.80422496,-1090366.89156371,1019.1,R,U
1299542.76734134,-1085472.94620076,1019.1,R,U
1213896.55482903,-1257481.67657718,1021.1,R,U
1227155.63640433,-1255518.93414517,1021.1,R,U
1223471.92472383,-1232121.28853109,1021.1,R,U
1223098.72080232,-1229715.0925905,1021.1,R,U
1248200.22578751,-1225978.35613413,1021.1,R,U
1257515.46986662,-1230045.20032758,1021.1,R,U
1259054.67565164,-1240041.16722636,1021.1,R,U
1266028.93550185,-1246298.01086325,1021.1,R,U
1266293.25168311,-1251847.17012154,1021.1,R,U
1274824.5979496,-1257247.63088062,1021.1,R,U
1271319.04612679,-1258148.46732159,1021.1,R,U
1272010.22884095,-1262888.86590864,1021.1,R,U
1244128.94250101,-1267515.26583993,1021.1,R,U
1244872.88606419,-1272331.28501513,1021.1,R,U
1225888.81599505,-1275019.84707482,1021.1,R,U
1216614.50036334,-1276550.64301387,1021.1,R,U
1215622.35203378,-1269272.53076215,1021.1,R,U
1213896.55482903,-1257481.67657718,1021.1,R,U
1091778.85322839,-1380694.98298214,1023.1,R,U
1091267.95498953,-1376372.37580687,1023.1,R,U
1091139.9450531,-1362997.83724386,1023.1,R,U
1090940.30927696,-1343517.19313328,1023.1,R,U
1090913.43277266,-1341005.68574582,1023.1,R,U
1090796.33284846,-1334479.78463195,1023.1,R,U
1136625.36331114,-1327883.16613893,1023.1,R,U
1128703.82942855,-1331839.75824411,1023.1,R,U
1131190.09347553,-1342664.83999031,1023.1,R,U
1123630.73361599,-1363750.61863825,1023.1,R,U
1127607.13690225,-1364988.73819805,1023.1,R,U
1123646.90141098,-1370006.71210248,1023.1,R,U
1119919.45181905,-1385694.21192462,1023.1,R,U
1130120.60501016,-1397150.79934196,1023.1,R,U
1094795.12868488,-1402167.58568853,1023.1,R,U
1093117.35960261,-1392033.03336244,1023.1,R,U
1091778.85322839,-1380694.98298214,1023.1,R,U
1123646.90141098,-1370006.71210248,1025.1,R,U
1127607.13690225,-1364988.73819805,1025.1,R,U
1165631.17987452,-1359428.47233198,1025.1,R,U
1167326.52030119,-1372117.1534163,1025.1,R,U
1172389.2156678,-1376821.00054228,1025.1,R,U
1183548.50082315,-1374949.11736538,1025.1,R,U
1183966.41718921,-1389594.4438907,1025.1,R,U
1179208.30732483,-1390371.03503013,1025.1,R,U
1181344.77576521,-1406116.61538979,1025.1,R,U
1176696.26497214,-1410655.99166811,1025.1,R,U
1182208.94611019,-1419243.0867108,1025.1,R,U
1173709.74752988,-1421812.24538103,1025.1,R,U
1163802.52633625,-1434251.52493755,1025.1,R,U
1166031.65365979,-1436986.21156096,1025.1,R,U
1162110.64624109,-1435127.09159946,1025.1,R,U
1164278.58316541,-1438847.49351374,1025.1,R,U
1153476.62896444,-1451069.17559735,1025.1,R,U
1150282.33037893,-1450898.46704798,1025.1,R,U
1147394.31745996,-1437532.65870291,1025.1,R,U
1152175.1067221,-1436092.08788946,1025.1,R,U
1153203.57950538,-1428217.2862701,1025.1,R,U
1148010.9048966,-1423343.54467893,1025.1,R,U
1150076.83129545,-1417534.3942328,1025.1,R,U
1148198.5911009,-1416541.37102705,1025.1,R,U
1146173.94168482,-1414179.5326168,1025.1,R,U
1143494.98321302,-1414130.69961112,1025.1,R,U
1137350.49930307,-1411649.57716626,1025.1,R,U
1137369.60273614,-1408991.89830602,1025.1,R,U
1135140.64125226,-1409388.49128198,1025.1,R,U
1133034.54377871,-1408454.97212899,1025.1,R,U
1130559.43833155,-1401621.79072255,1025.1,R,U
1131419.45112975,-1400286.49636493,1025.1,R,U
1130120.60501016,-1397150.79934196,1025.1,R,U
1119919.45181905,-1385694.21192462,1025.1,R,U
1123646.90141098,-1370006.71210248,1025.1,R,U
1286521.48920741,-1205667.95595444,1027.1,R,U
1291350.12947092,-1205004.76252208,1027.1,R,U
1289938.98883939,-1193790.67507102,1027.1,R,U
1302646.3677216,-1191922.59419304,1027.1,R,U
1301573.04841819,-1182238.99291668,1027.1,R,U
1306182.23567409,-1179855.81390509,1027.1,R,U
1306241.90597397,-1168318.81744175,1027.1,R,U
1311098.33567496,-1167492.59039773,1027.1,R,U
1308288.56978998,-1171264.06249195,1027.1,R,U
1317917.29747121,-1169649.23316468,1027.1,R,U
1319021.58896019,-1166170.55763638,1027.1,R,U
1330235.02648124,-1164566.32022499,1027.1,R,U
1333361.13121538,-1183777.48135557,1027.1,R,U
1335746.41049135,-1207443.02652521,1027.1,R,U
1306210.63588946,-1212574.10482295,1027.1,R,U
1303278.96152621,-1214751.63833547,1027.1,R,U
1302886.58294177,-1213200.31939708,1027.1,R,U
1287832.33003329,-1215714.14130397,1027.1,R,U
1286521.48920741,-1205667.95595444,1027.1,R,U
1311098.33567496,-1167492.59039773,1029.1,R,U
1314772.98149568,-1162770.55237541,1029.1,R,U
1315268.14282629,-1160319.62291935,1029.1,R,U
1326924.08752668,-1150350.03249396,1029.1,R,U
1326109.8286336,-1134027.60658856,1029.1,R,U
1333127.88547121,-1113884.91203125,1029.1,R,U
1336034.20663478,-1111637.01939532,1029.1,R,U
1344684.87673817,-1109319.89331545,1029.1,R,U
1344684.92092637,-1109320.03065427,1029.1,R,U
1346858.29976072,-1115977.45510017,1029.1,R,U
1351516.81833168,-1130238.60229452,1029.1,R,U
1355516.70956184,-1142482.5987728,1029.1,R,U
1359813.90884234,-1155627.10979706,1029.1,R,U
1361446.92101799,-1160643.06574703,1029.1,R,U
1357214.16581299,-1159285.02196352,1029.1,R,U
1330235.02648124,-1164566.32022499,1029.1,R,U
1319021.58896019,-1166170.55763638,1029.1,R,U
1317917.29747121,-1169649.23316468,1029.1,R,U
1308288.56978998,-1171264.06249195,1029.1,R,U
1311098.33567496,-1167492.59039773,1029.1,R,U
1312086.88337404,-1398645.84411698,1031.1,R,U
1310620.20052704,-1388801.18312272,1031.1,R,U
1315275.05411043,-1387175.49814354,1031.1,R,U
1313849.23043336,-1378423.80348868,1031.1,R,U
1347303.8307002,-1372860.92507311,1031.1,R,U
1353785.87563661,-1419116.3861284,1031.1,R,U
1322525.61944368,-1425887.54659626,1031.1,R,U
1315949.48384481,-1425819.48794674,1031.1,R,U
1312138.00538009,-1400621.13192668,1031.1,R,U
1312086.88337404,-1398645.84411698,1031.1,R,U
1085856.76062663,-1076167.66141325,1033.1,R,U
1085367.35049269,-1046019.91369553,1033.1,R,U
1096779.42159495,-1045473.45188341,1033.1,R,U
1102682.3913739,-1053381.8870066,1033.1,R,U
1113983.0517059,-1059867.7299504401,1033.1,R,U
1138094.87859684,-1045061.49753146,1033.1,R,U
1147422.20572747,-1047299.93176275,1033.1,R,U
1147890.56135138,-1063963.07665918,1033.1,R,U
1141521.20922317,-1074328.94968921,1033.1,R,U
1085948.69483296,-1080746.0170415,1033.1,R,U
1085856.76062663,-1076167.66141325,1033.1,R,U
1219384.41840067,-1404272.15459793,1035.1,R,U
1220581.29995925,-1390336.01375909,1035.1,R,U
1227368.64661581,-1380802.20058444,1035.1,R,U
1240490.81818433,-1374903.04267947,1035.1,R,U
1242178.98920524,-1388127.87554994,1035.1,R,U
1250103.37782007,-1398924.82086096,1035.1,R,U
1263079.16534131,-1397063.16427865,1035.1,R,U
1268598.73485734,-1409774.04198985,1035.1,R,U
1265649.71359001,-1416667.85936331,1035.1,R,U
1268124.7867967,-1433441.70923183,1035.1,R,U
1261156.05120693,-1433405.04268414,1035.1,R,U
1261093.35920216,-1426800.6559871,1035.1,R,U
1198456.64494196,-1436398.15517647,1035.1,R,U
1219384.41840067,-1404272.15459793,1035.1,R,U
1257515.46986662,-1230045.20032758,1037.1,R,U
1257036.05602986,-1222500.14166151,1037.1,R,U
1258665.69053757,-1220609.06842536,1037.1,R,U
1287832.33003329,-1215714.14130397,1037.1,R,U
1302886.58294177,-1213200.31939708,1037.1,R,U
1303278.96152621,-1214751.63833547,1037.1,R,U
1307229.98122891,-1244570.00161103,1037.1,R,U
1308840.6626488,-1251521.44010586,1037.1,R,U
1279960.58134751,-1256403.40653322,1037.1,R,U
1278141.43726344,-1255077.16440182,1037.1,R,U
1274824.5979496,-1257247.63088062,1037.1,R,U
1266293.25168311,-1251847.17012154,1037.1,R,U
1266028.93550185,-1246298.01086325,1037.1,R,U
1259054.67565164,-1240041.16722636,1037.1,R,U
1257515.46986662,-1230045.20032758,1037.1,R,U
1265649.71359001,-1416667.85936331,1039.1,R,U
1268598.73485734,-1409774.04198985,1039.1,R,U
1263079.16534131,-1397063.16427865,1039.1,R,U
1282083.85642921,-1393909.31688649,1039.1,R,U
1291387.54572248,-1392222.85964481,1039.1,R,U
1292673.25968279,-1400517.22279069,1039.1,R,U
1302622.30791981,-1390259.74826767,1039.1,R,U
1304035.4789443,-1398209.28191488,1039.1,R,U
1312086.88337404,-1398645.84411698,1039.1,R,U
1312138.00538009,-1400621.13192668,1039.1,R,U
1315949.48384481,-1425819.48794674,1039.1,R,U
1318965.82337518,-1445355.51518979,1039.1,R,U
1319578.58152008,-1447449.55335223,1039.1,R,U
1302769.32183464,-1450119.39975424,1039.1,R,U
1300529.42082798,-1450467.74784716,1039.1,R,U
1283980.24962058,-1453021.64796454,1039.1,R,U
1272161.69137409,-1454766.05137546,1039.1,R,U
1270837.70688562,-1453550.67910362,1039.1,R,U
1268124.7867967,-1433441.70923183,1039.1,R,U
1265649.71359001,-1416667.85936331,1039.1,R,U
1280087.62718046,-1379659.99866271,1041.1,R,U
1284858.96230209,-1378857.90158329,1041.1,R,U
1280187.86181615,-1344943.54021989,1041.1,R,U
1284239.31844338,-1344390.21588832,1041.1,R,U
1282785.91342569,-1334866.69061249,1041.1,R,U
1292358.18706644,-1333219.31425381,1041.1,R,U
1293828.09944852,-1342700.61358851,1041.1,R,U
1304164.98849241,-1340866.01623511,1041.1,R,U
1306153.82490194,-1360296.78918575,1041.1,R,U
1310925.15506862,-1359462.06817412,1041.1,R,U
1313026.01198306,-1373462.36737612,1041.1,R,U
1310700.55878951,-1379086.44843193,1041.1,R,U
1313849.23043336,-1378423.80348868,1041.1,R,U
1315275.05411043,-1387175.49814354,1041.1,R,U
1310620.20052704,-1388801.18312272,1041.1,R,U
1312086.88337404,-1398645.84411698,1041.1,R,U
1304035.4789443,-1398209.28191488,1041.1,R,U
1302622.30791981,-1390259.74826767,1041.1,R,U
1292673.25968279,-1400517.22279069,1041.1,R,U
1291387.54572248,-1392222.85964481,1041.1,R,U
1282083.85642921,-1393909.31688649,1041.1,R,U
1280087.62718046,-1379659.99866271,1041.1,R,U
1188082.17831678,-1131803.00969866,1043.1,R,U
1183643.44425273,-1098023.445583,1043.1,R,U
1183406.00245351,-1096431.57531147,1043.1,R,U
1231552.04054572,-1089902.21923582,1043.1,R,U
1241066.26116559,-1088590.59766398,1043.1,R,U
1243981.74301234,-1093005.20490227,1043.1,R,U
1238103.14606952,-1094739.81207773,1043.1,R,U
1235307.64869652,-1104388.9100232201,1043.1,R,U
1232720.29975067,-1110587.00639968,1043.1,R,U
1224817.52175431,-1114838.44093356,1043.1,R,U
1225982.82417679,-1118391.97736334,1043.1,R,U
1217738.22782751,-1131725.84598689,1043.1,R,U
1206477.84606861,-1138298.7814954,1043.1,R,U
1203691.39319003,-1144458.82041147,1043.1,R,U
1191462.42066124,-1142767.7159161,1043.1,R,U
1184504.14874945,-1132256.66002269,1043.1,R,U
1188082.17831678,-1131803.00969866,1043.1,R,U
1347303.8307002,-1372860.92507311,1045.1,R,U
1351135.63498008,-1372207.92898191,1045.1,R,U
1382202.82000547,-1366760.21134554,1045.1,R,U
1387076.09552283,-1400145.15633583,1045.1,R,U
1381758.73570824,-1408796.33305924,1045.1,R,U
1364454.41890185,-1409354.67472705,1045.1,R,U
1361441.87371339,-1417963.51018377,1045.1,R,U
1353785.87563661,-1419116.3861284,1045.1,R,U
1347303.8307002,-1372860.92507311,1045.1,R,U
1179389.49964587,-1322012.28158934,1047.1,D,U
1184173.15045555,-1321249.26039246,1047.1,D,U
1181542.0455267,-1302054.96973087,1047.1,D,U
1210512.8881616,-1296914.8615636,1047.1,D,U
1215622.35203378,-1269272.53076215,1047.1,D,U
1216614.50036334,-1276550.64301387,1047.1,D,U
1225888.81599505,-1275019.84707482,1047.1,D,U
1228830.79626644,-1288858.83149535,1047.1,D,U
1240271.80830953,-1309051.87566357,1047.1,D,U
1237141.77284276,-1310868.32302364,1047.1,D,U
1236646.85034338,-1317003.27704329,1047.1,D,U
1242436.63615434,-1321728.69473908,1047.1,D,U
1233290.76485837,-1323116.32926564,1047.1,D,U
1236039.56453438,-1342538.66795375,1047.1,D,U
1210708.33212666,-1346460.85561931,1047.1,D,U
1194786.91403953,-1331879.22911394,1047.1,D,U
1180077.87382337,-1326691.33929606,1047.1,D,U
1179389.49964587,-1322012.28158934,1047.1,D,U
1271976.17445352,-1072159.19173124,1049.1,R,U
1276337.91971789,-1063311.2974134,1049.1,R,U
1280057.64920617,-1062054.69400442,1049.1,R,U
1298487.59892584,-1042843.8279884,1049.1,R,U
1312765.16167298,-1013808.37286127,1049.1,R,U
1316573.18361127,-1025594.21021342,1049.1,R,U
1321163.02466381,-1039039.72889235,1049.1,R,U
1322439.4925943,-1042776.76087328,1049.1,R,U
1324794.23432486,-1049668.01163066,1049.1,R,U
1320985.11612531,-1052773.12667986,1049.1,R,U
1316614.29297323,-1065512.68297192,1049.1,R,U
1305619.97626902,-1082809.31322553,1049.1,R,U
1299542.76734134,-1085472.94620076,1049.1,R,U
1300298.80422496,-1090366.89156371,1049.1,R,U
1276446.28385407,-1094277.36623294,1049.1,R,U
1271976.17445352,-1072159.19173124,1049.1,R,U
1271319.04612679,-1258148.46732159,1051.1,R,U
1274824.5979496,-1257247.63088062,1051.1,R,U
1278141.43726344,-1255077.16440182,1051.1,R,U
1279960.58134751,-1256403.40653322,1051.1,R,U
1308840.6626488,-1251521.44010586,1051.1,R,U
1320624.95315424,-1249607.95481137,1051.1,R,U
1324253.55038035,-1278396.04548861,1051.1,R,U
1327642.32159674,-1279774.02622061,1051.1,R,U
1312715.26863156,-1288527.71983557,1051.1,R,U
1310761.85821408,-1290404.77881521,1051.1,R,U
1296734.39393643,-1289341.54634559,1051.1,R,U
1289231.03540732,-1283201.84681522,1051.1,R,U
1276796.6958659,-1295514.40190373,1051.1,R,U
1272010.22884095,-1262888.86590864,1051.1,R,U
1271319.04612679,-1258148.46732159,1051.1,R,U
1180867.45386347,-1440755.6754707,1053.1,R,U
1186456.71790629,-1441861.00189225,1053.1,R,U
1198456.64494196,-1436398.15517647,1053.1,R,U
1261093.35920216,-1426800.6559871,1053.1,R,U
1261156.05120693,-1433405.04268414,1053.1,R,U
1268124.7867967,-1433441.70923183,1053.1,R,U
1270837.70688562,-1453550.67910362,1053.1,R,U
1272161.69137409,-1454766.05137546,1053.1,R,U
1262927.06933361,-1456116.73505745,1053.1,R,U
1258540.19582495,-1456754.58408002,1053.1,R,U
1249459.0338422,-1458116.92060592,1053.1,R,U
1227203.42908203,-1461349.38172398,1053.1,R,U
1227162.08750552,-1461355.81118082,1053.1,R,U
1213042.08034724,-1463539.03097764,1053.1,R,U
1202282.32857749,-1465171.52309044,1053.1,R,U
1193403.33112818,-1466532.24596809,1053.1,R,U
1185887.08643445,-1467642.93488336,1053.1,R,U
1184161.92653671,-1466742.0386959,1053.1,R,U
1180867.45386347,-1440755.6754707,1053.1,R,U
1258440.02525527,-1115268.4290608,1055.1,R,U
1260133.17698202,-1108403.86889123,1055.1,R,U
1267811.23913187,-1098867.14662397,1055.1,R,U
1276425.53114966,-1095906.57520083,1055.1,R,U
1276446.28385407,-1094277.36623294,1055.1,R,U
1300298.80422496,-1090366.89156371,1055.1,R,U
1301982.80217101,-1100140.09964658,1055.1,R,U
1306183.76962115,-1100613.05521507,1055.1,R,U
1313658.26163422,-1114177.82554041,1055.1,R,U
1314028.17045653,-1117849.30726017,1055.1,R,U
1304081.55112128,-1117062.68032048,1055.1,R,U
1293574.57041063,-1123631.5469896,1055.1,R,U
1285987.76974609,-1133044.03055313,1055.1,R,U
1277995.82748846,-1127932.84338363,1055.1,R,U
1271405.75187195,-1118947.28043594,1055.1,R,U
1263198.88454344,-1120878.02381333,1055.1,R,U
1260658.27093879,-1126193.14572541,1055.1,R,U
1256602.43698379,-1126895.40870099,1055.1,R,U
1258440.02525527,-1115268.4290608,1055.1,R,U
1112345.31579663,-1151156.10818978,1057.1,R,U
1131866.9166242,-1148920.09539237,1057.1,R,U
1141323.86298262,-1147478.16324891,1057.1,R,U
1141937.13488213,-1152237.73113532,1057.1,R,U
1151561.9095129,-1151308.95038347,1057.1,R,U
1154407.48044998,-1170575.4916782,1057.1,R,U
1164036.37567305,-1169472.77203124,1057.1,R,U
1165319.41613874,-1179039.93919014,1057.1,R,U
1146101.89588381,-1181017.43716342,1057.1,R,U
1144152.14757962,-1191185.31905274,1057.1,R,U
1128099.54795746,-1193161.31615531,1057.1,R,U
1118372.26311338,-1194644.279411,1057.1,R,U
1112345.31579663,-1151156.10818978,1057.1,R,U
1086209.96779346,-1094008.10084283,1059.1,R,U
1085948.69483296,-1080746.0170415,1059.1,R,U
1141521.20922317,-1074328.94968921,1059.1,R,U
1145364.17647089,-1103211.23972254,1059.1,R,U
1135769.56480878,-1104360.79308229,1059.1,R,U
1086512.77249462,-1109876.86706425,1059.1,R,U
1086209.96779346,-1094008.10084283,1059.1,R,U
1315949.48384481,-1425819.48794674,1061.1,R,U
1322525.61944368,-1425887.54659626,1061.1,R,U
1353785.87563661,-1419116.3861284,1061.1,R,U
1361441.87371339,-1417963.51018377,1061.1,R,U
1382514.6306992,-1413858.38239899,1061.1,R,U
1385532.41398974,-1436023.30945339,1061.1,R,U
1384618.32641463,-1436190.62011719,1061.1,R,U
1376940.15625866,-1437591.71713081,1061.1,R,U
